load_id,origin_city,origin_state,destination_city,destination_state,pickup_datetime,delivery_datetime,equipment_type,loadboard_rate,notes,weights,commodity_type
414,boston,massachusetts,seattle,washington,2025-09-06 07:29,2025-09-08 07:29,farm equipment,7650.26,"handle carefully, sensitive hydraulics",41539,beverages
415,las vegas,nevada,dallas,texas,2025-09-11 07:29,2025-09-12 07:29,mining equipment,6700.0,delivery to mining site,14718,steel
416,minneapolis,minnesota,dallas,texas,2025-09-08 07:29,2025-09-09 07:29,farm equipment,7467.93,delivery to rural farm,35028,beverages
417,atlanta,georgia,houston,texas,2025-09-07 07:29,2025-09-13 07:29,generators,6991.86,requires crane at delivery,25258,steel
418,portland,oregon,detroit,michigan,2025-09-12 07:29,2025-09-15 07:29,robotics/automation units,7638.96,"fragile, shock protection required",24897,electronics
419,houston,texas,minneapolis,minnesota,2025-09-12 07:29,2025-09-14 07:29,generators,7493.56,secure load with chains,47316,electronics
420,salt lake city,utah,boston,massachusetts,2025-09-10 07:29,2025-09-17 07:29,cranes,2555.62,requires special handling crew,19999,machinery
421,houston,texas,detroit,michigan,2025-09-12 07:29,2025-09-19 07:29,hvac units,6979.15,protect from rain,28550,paper goods
422,los angeles,california,detroit,michigan,2025-09-12 07:29,2025-09-14 07:29,cranes,3135.77,requires special handling crew,35241,machinery
423,detroit,michigan,chicago,illinois,2025-09-09 07:29,2025-09-10 07:29,cranes,7720.32,requires special handling crew,9531,steel
424,st. louis,missouri,portland,oregon,2025-09-14 07:29,2025-09-16 07:29,robotics/automation units,4249.32,temperature-sensitive cargo,7960,electronics
425,phoenix,arizona,las vegas,nevada,2025-09-06 07:29,2025-09-08 07:29,medical equipment,4417.55,temperature controlled environment required,10537,pharmaceuticals
426,san francisco,california,st. louis,missouri,2025-09-07 07:29,2025-09-14 07:29,generators,5319.06,"fragile, handle with care",9922,electronics
427,los angeles,california,chicago,illinois,2025-09-12 07:29,2025-09-13 07:29,construction machinery,1221.34,"oversized load, permits needed",16901,machinery
428,miami,florida,dallas,texas,2025-09-12 07:29,2025-09-19 07:29,medical equipment,5803.17,temperature controlled environment required,5197,pharmaceuticals
429,minneapolis,minnesota,portland,oregon,2025-09-08 07:29,2025-09-10 07:29,farm equipment,4508.6,requires unloading assistance,35838,beverages
430,san francisco,california,denver,colorado,2025-09-15 07:29,2025-09-16 07:29,transformers,1869.54,"high-value, insurance required",20951,machinery
431,los angeles,california,seattle,washington,2025-09-14 07:29,2025-09-15 07:29,construction machinery,3582.55,requires flatbed with ramps,35681,machinery
432,miami,florida,los angeles,california,2025-09-15 07:29,2025-09-16 07:29,wind turbines,7397.88,"oversized load, route survey required",24192,machinery
433,minneapolis,minnesota,chicago,illinois,2025-09-10 07:29,2025-09-16 07:29,robotics/automation units,4887.99,"fragile, shock protection required",39051,paper goods
434,memphis,tennessee,detroit,michigan,2025-09-13 07:29,2025-09-20 07:29,construction machinery,3378.9,requires flatbed with ramps,30824,steel
435,atlanta,georgia,st. louis,missouri,2025-09-10 07:29,2025-09-12 07:29,mining equipment,4202.8,"extra heavy, special trailer required",34564,steel
436,houston,texas,miami,florida,2025-09-06 07:29,2025-09-07 07:29,generators,3859.9,requires crane at delivery,33944,steel
437,las vegas,nevada,atlanta,georgia,2025-09-08 07:29,2025-09-10 07:29,wind turbines,1369.77,escort vehicles required,22208,machinery
438,phoenix,arizona,miami,florida,2025-09-08 07:29,2025-09-11 07:29,medical equipment,7176.96,delivery to hospital dock only,41923,pharmaceuticals
439,cleveland,ohio,phoenix,arizona,2025-09-08 07:29,2025-09-09 07:29,robotics/automation units,5404.3,delivery to tech facility only,29364,paper goods
440,houston,texas,denver,colorado,2025-09-11 07:29,2025-09-18 07:29,wind turbines,4641.7,handle with extreme care,17223,machinery
441,houston,texas,phoenix,arizona,2025-09-10 07:29,2025-09-14 07:29,construction machinery,7061.91,"oversized load, permits needed",46368,machinery
442,miami,florida,seattle,washington,2025-09-14 07:29,2025-09-20 07:29,generators,7448.32,requires crane at delivery,26647,machinery
443,portland,oregon,las vegas,nevada,2025-09-12 07:29,2025-09-14 07:29,robotics/automation units,5314.83,temperature-sensitive cargo,43245,electronics
444,portland,oregon,minneapolis,minnesota,2025-09-15 07:29,2025-09-18 07:29,transformers,2795.19,special permits required,7988,machinery
445,seattle,washington,houston,texas,2025-09-15 07:29,2025-09-22 07:29,mining equipment,4191.68,"extra heavy, special trailer required",39360,steel
446,cleveland,ohio,st. louis,missouri,2025-09-07 07:29,2025-09-12 07:29,hvac units,2871.79,protect from rain,30437,electronics
447,boston,massachusetts,minneapolis,minnesota,2025-09-14 07:29,2025-09-20 07:29,robotics/automation units,5398.7,temperature-sensitive cargo,39273,electronics
448,minneapolis,minnesota,new york,new york,2025-09-13 07:29,2025-09-19 07:29,cranes,3039.68,escort vehicle mandatory,30293,steel
449,salt lake city,utah,boston,massachusetts,2025-09-14 07:29,2025-09-19 07:29,farm equipment,3595.83,delivery to rural farm,31513,beverages
450,phoenix,arizona,las vegas,nevada,2025-09-14 07:29,2025-09-21 07:29,farm equipment,7949.01,requires unloading assistance,19599,produce
451,houston,texas,chicago,illinois,2025-09-13 07:29,2025-09-16 07:29,wind turbines,2640.9,"oversized load, route survey required",16814,machinery
452,seattle,washington,houston,texas,2025-09-12 07:29,2025-09-18 07:29,medical equipment,3462.53,"fragile, no stacking",37573,pharmaceuticals
453,phoenix,arizona,new york,new york,2025-09-07 07:29,2025-09-08 07:29,mining equipment,1692.37,"extra heavy, special trailer required",43557,machinery
454,st. louis,missouri,atlanta,georgia,2025-09-08 07:29,2025-09-12 07:29,medical equipment,1550.17,"fragile, no stacking",34099,electronics
455,new york,new york,seattle,washington,2025-09-13 07:29,2025-09-15 07:29,cranes,4973.31,escort vehicle mandatory,16602,steel
456,denver,colorado,las vegas,nevada,2025-09-10 07:29,2025-09-17 07:29,farm equipment,6486.15,requires unloading assistance,30304,produce
457,new york,new york,atlanta,georgia,2025-09-15 07:29,2025-09-22 07:29,medical equipment,4983.45,temperature controlled environment required,27194,pharmaceuticals
458,los angeles,california,salt lake city,utah,2025-09-11 07:29,2025-09-16 07:29,construction machinery,4556.86,"oversized load, permits needed",15437,steel
459,chicago,illinois,memphis,tennessee,2025-09-07 07:29,2025-09-12 07:29,mining equipment,4378.2,delivery to mining site,28142,machinery
460,boston,massachusetts,cleveland,ohio,2025-09-12 07:29,2025-09-17 07:29,cranes,5646.98,escort vehicle mandatory,26854,steel
461,cleveland,ohio,dallas,texas,2025-09-10 07:29,2025-09-13 07:29,mining equipment,6347.64,requires unloading with crane,20595,steel
462,atlanta,georgia,cleveland,ohio,2025-09-08 07:29,2025-09-13 07:29,medical equipment,7865.57,"fragile, no stacking",33911,pharmaceuticals
463,minneapolis,minnesota,memphis,tennessee,2025-09-08 07:29,2025-09-11 07:29,construction machinery,5797.41,requires flatbed with ramps,35326,steel
464,chicago,illinois,boston,massachusetts,2025-09-06 07:29,2025-09-08 07:29,farm equipment,1322.27,requires unloading assistance,32663,produce
465,chicago,illinois,los angeles,california,2025-09-13 07:29,2025-09-16 07:29,wind turbines,4354.34,"oversized load, route survey required",45712,machinery
466,portland,oregon,atlanta,georgia,2025-09-09 07:29,2025-09-13 07:29,cranes,7523.33,requires special handling crew,36575,steel
467,denver,colorado,houston,texas,2025-09-13 07:29,2025-09-18 07:29,mining equipment,4057.82,delivery to mining site,8629,machinery
468,chicago,illinois,minneapolis,minnesota,2025-09-12 07:29,2025-09-19 07:29,wind turbines,6173.48,handle with extreme care,32454,machinery
469,dallas,texas,san francisco,california,2025-09-13 07:29,2025-09-18 07:29,medical equipment,1364.83,delivery to hospital dock only,5978,pharmaceuticals
470,los angeles,california,dallas,texas,2025-09-08 07:29,2025-09-10 07:29,farm equipment,3796.47,delivery to rural farm,20287,beverages
471,st. louis,missouri,minneapolis,minnesota,2025-09-14 07:29,2025-09-18 07:29,medical equipment,6169.65,temperature controlled environment required,45810,pharmaceuticals
472,st. louis,missouri,boston,massachusetts,2025-09-06 07:29,2025-09-09 07:29,farm equipment,2880.33,"handle carefully, sensitive hydraulics",6267,produce
473,dallas,texas,detroit,michigan,2025-09-13 07:29,2025-09-17 07:29,farm equipment,4804.18,delivery to rural farm,47333,produce
474,las vegas,nevada,detroit,michigan,2025-09-10 07:29,2025-09-17 07:29,construction machinery,4845.19,must deliver to construction site,6130,steel
475,detroit,michigan,cleveland,ohio,2025-09-10 07:29,2025-09-17 07:29,construction machinery,5595.07,"oversized load, permits needed",45847,machinery
476,san francisco,california,memphis,tennessee,2025-09-11 07:29,2025-09-18 07:29,generators,1499.23,secure load with chains,20577,electronics
477,miami,florida,cleveland,ohio,2025-09-09 07:29,2025-09-13 07:29,medical equipment,6605.1,"fragile, no stacking",30960,electronics
478,phoenix,arizona,portland,oregon,2025-09-12 07:29,2025-09-14 07:29,cranes,1232.85,"heavy load, confirm bridge clearance",46460,steel
479,memphis,tennessee,boston,massachusetts,2025-09-10 07:29,2025-09-12 07:29,transformers,1483.82,"high-value, insurance required",9326,steel
480,seattle,washington,new york,new york,2025-09-14 07:29,2025-09-16 07:29,farm equipment,5026.81,requires unloading assistance,23764,produce
481,detroit,michigan,miami,florida,2025-09-11 07:29,2025-09-12 07:29,generators,1558.29,secure load with chains,28197,machinery
482,las vegas,nevada,cleveland,ohio,2025-09-15 07:29,2025-09-22 07:29,generators,4706.38,"fragile, handle with care",41748,steel
483,seattle,washington,atlanta,georgia,2025-09-11 07:29,2025-09-12 07:29,transformers,4366.16,needs escort vehicle,45614,machinery
484,portland,oregon,phoenix,arizona,2025-09-07 07:29,2025-09-11 07:29,robotics/automation units,5473.34,delivery to tech facility only,38911,paper goods
485,dallas,texas,atlanta,georgia,2025-09-15 07:29,2025-09-17 07:29,farm equipment,4341.8,requires unloading assistance,34218,produce
486,dallas,texas,portland,oregon,2025-09-13 07:29,2025-09-16 07:29,medical equipment,7858.65,temperature controlled environment required,29518,electronics
487,minneapolis,minnesota,san francisco,california,2025-09-06 07:29,2025-09-13 07:29,generators,1326.41,"fragile, handle with care",37107,electronics
488,las vegas,nevada,cleveland,ohio,2025-09-08 07:29,2025-09-12 07:29,robotics/automation units,5840.97,"fragile, shock protection required",24862,paper goods
489,phoenix,arizona,cleveland,ohio,2025-09-11 07:29,2025-09-17 07:29,hvac units,2341.22,forklift required at delivery,34372,paper goods
490,seattle,washington,st. louis,missouri,2025-09-11 07:29,2025-09-18 07:29,farm equipment,3076.23,requires unloading assistance,27521,produce
491,boston,massachusetts,miami,florida,2025-09-08 07:29,2025-09-11 07:29,cranes,6724.41,escort vehicle mandatory,9960,machinery
492,detroit,michigan,atlanta,georgia,2025-09-15 07:29,2025-09-20 07:29,construction machinery,2064.97,must deliver to construction site,31397,steel
493,portland,oregon,cleveland,ohio,2025-09-09 07:29,2025-09-12 07:29,farm equipment,7663.79,"handle carefully, sensitive hydraulics",8981,produce
494,detroit,michigan,dallas,texas,2025-09-11 07:29,2025-09-18 07:29,transformers,5126.78,needs escort vehicle,45130,machinery
495,minneapolis,minnesota,memphis,tennessee,2025-09-07 07:29,2025-09-14 07:29,robotics/automation units,1893.93,"fragile, shock protection required",20292,electronics
496,atlanta,georgia,dallas,texas,2025-09-12 07:29,2025-09-17 07:29,wind turbines,4346.89,handle with extreme care,47315,machinery
497,miami,florida,seattle,washington,2025-09-10 07:29,2025-09-17 07:29,hvac units,6658.9,protect from rain,15935,electronics
498,phoenix,arizona,chicago,illinois,2025-09-08 07:29,2025-09-14 07:29,robotics/automation units,1409.63,delivery to tech facility only,38253,paper goods
499,salt lake city,utah,denver,colorado,2025-09-08 07:29,2025-09-11 07:29,generators,4749.7,secure load with chains,22106,electronics
500,chicago,illinois,miami,florida,2025-09-14 07:29,2025-09-18 07:29,medical equipment,5360.96,"fragile, no stacking",46428,electronics
501,denver,colorado,denver,colorado,2025-09-08 07:29,2025-09-09 07:29,cranes,3817.74,requires special handling crew,5773,machinery
502,denver,colorado,denver,colorado,2025-09-13 07:29,2025-09-14 07:29,mining equipment,5879.24,requires unloading with crane,9482,machinery
503,detroit,michigan,detroit,michigan,2025-09-10 07:29,2025-09-16 07:29,robotics/automation units,7765.47,temperature-sensitive cargo,31124,electronics
504,memphis,tennessee,memphis,tennessee,2025-09-15 07:29,2025-09-16 07:29,mining equipment,5952.89,"extra heavy, special trailer required",18900,machinery
505,minneapolis,minnesota,minneapolis,minnesota,2025-09-08 07:29,2025-09-10 07:29,robotics/automation units,1384.51,"fragile, shock protection required",27291,electronics
506,portland,oregon,portland,oregon,2025-09-07 07:29,2025-09-11 07:29,robotics/automation units,1730.19,delivery to tech facility only,6442,paper goods
507,st. louis,missouri,st. louis,missouri,2025-09-09 07:29,2025-09-15 07:29,medical equipment,7142.44,temperature controlled environment required,18549,pharmaceuticals
508,las vegas,nevada,las vegas,nevada,2025-09-09 07:29,2025-09-13 07:29,generators,5580.65,requires crane at delivery,26291,machinery
509,st. louis,missouri,st. louis,missouri,2025-09-06 07:29,2025-09-11 07:29,transformers,1327.88,"high-value, insurance required",16507,machinery
510,houston,texas,houston,texas,2025-09-13 07:29,2025-09-16 07:29,wind turbines,2640.9,"oversized load, route survey required",16814,machinery
511,atlanta,georgia,atlanta,georgia,2025-09-13 07:29,2025-09-14 07:29,transformers,5918.63,special permits required,27649,steel
512,chicago,illinois,chicago,illinois,2025-09-15 07:29,2025-09-21 07:29,transformers,7458.56,special permits required,46157,machinery
513,las vegas,nevada,las vegas,nevada,2025-09-11 07:29,2025-09-17 07:29,farm equipment,6497.18,requires unloading assistance,43259,beverages
514,boston,massachusetts,boston,massachusetts,2025-09-15 07:29,2025-09-18 07:29,cranes,3845.17,requires special handling crew,24449,steel
515,phoenix,arizona,phoenix,arizona,2025-09-11 07:29,2025-09-12 07:29,construction machinery,3827.95,"oversized load, permits needed",24711,steel
516,denver,colorado,denver,colorado,2025-09-15 07:29,2025-09-20 07:29,construction machinery,2299.35,"oversized load, permits needed",36935,machinery
517,atlanta,georgia,atlanta,georgia,2025-09-12 07:29,2025-09-17 07:29,wind turbines,4346.89,handle with extreme care,47315,machinery
518,dallas,texas,dallas,texas,2025-09-06 07:29,2025-09-09 07:29,hvac units,3754.2,do not stack units,20952,paper goods
519,chicago,illinois,chicago,illinois,2025-09-12 07:29,2025-09-19 07:29,mining equipment,6885.58,requires unloading with crane,40329,machinery
520,dallas,texas,dallas,texas,2025-09-09 07:29,2025-09-11 07:29,cranes,2544.54,escort vehicle mandatory,5133,machinery
